t,segment_id,meal_slug,sure,ayet,class,cond,A0_ABL_score,T0_DAT_score,B_abl,T_teleo,Pi,D_c
2,ilyasyorulmaz_s007_a096,ilyasyorulmaz,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,ilyasyorulmaz_s007_a096,ilyasyorulmaz,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,ilyasyorulmaz_s007_a096,ilyasyorulmaz,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,ilyasyorulmaz_s007_a096,ilyasyorulmaz,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,islamoglu_s002_a010,islamoglu,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
1,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
2,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
3,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
4,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
5,islamoglu_s008_a053,islamoglu,8,53,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
0,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,islamoglu_s007_a096,islamoglu,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,ismailhakkiizmirli_s002_a010,ismailhakkiizmirli,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.245000,-0.245000,0
1,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.453250,-0.453250,0
2,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.630262,-0.630262,0
3,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.780723,-0.780723,0
4,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.908615,-0.908615,0
5,ismailhakkiizmirli_s008_a053,ismailhakkiizmirli,8,53,teleological_surface,0,0.000000,0.700000,0.000000,1.017322,-1.017322,0
0,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,ismailhakkiizmirli_s007_a096,ismailhakkiizmirli,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,ismailyakit_s002_a010,ismailyakit,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,ismailyakit_s008_a053,ismailyakit,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,ismailyakit_s007_a096,ismailyakit,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,kadricelik_s002_a010,kadricelik,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,kadricelik_s008_a053,kadricelik,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,kadricelik_s007_a096,kadricelik,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,kuranyolu_s002_a010,kuranyolu,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,kuranyolu_s008_a053,kuranyolu,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,kuranyolu_s007_a096,kuranyolu,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mahmutkisa_s002_a010,mahmutkisa,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,0.245000,-1.745000,0
1,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,0.453250,-1.953250,0
2,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,0.630262,-2.130262,0
3,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,0.780723,-2.280723,0
4,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,0.908615,-2.408615,0
5,mahmutkisa_s008_a053,mahmutkisa,8,53,teleological_surface,1,0.000000,0.700000,0.000000,1.017322,-2.517322,0
0,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,mahmutkisa_s007_a096,mahmutkisa,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,mahmutozdemir_s002_a010,mahmutozdemir,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.245000,-0.245000,0
1,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.453250,-0.453250,0
2,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.630262,-0.630262,0
3,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.780723,-0.780723,0
4,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,0.908615,-0.908615,0
5,mahmutozdemir_s008_a053,mahmutozdemir,8,53,teleological_surface,0,0.000000,0.700000,0.000000,1.017322,-1.017322,0
0,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mahmutozdemir_s007_a096,mahmutozdemir,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,0.525000,-0.525000,0
1,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,0.971250,-0.971250,0
2,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,1.350562,-1.350562,0
3,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,1.672978,-1.672978,0
4,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,1.947031,-1.947031,0
5,mehmetcakir_s002_a010,mehmetcakir,2,10,teleological_surface,0,0.000000,1.500000,0.000000,2.179977,-2.179977,0
0,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,mehmetcakir_s008_a053,mehmetcakir,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
1,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
2,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
3,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
4,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
5,mehmetcakir_s007_a096,mehmetcakir,7,96,conditional_only,1,0.000000,0.000000,0.000000,0.000000,-1.500000,0
0,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,mehmetcoban_s002_a010,mehmetcoban,2,10,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mehmetcoban_s008_a053,mehmetcoban,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mehmetcoban_s007_a096,mehmetcoban,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,mehmetokuyan_s002_a010,mehmetokuyan,2,10,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
1,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
2,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
3,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
4,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
5,mehmetokuyan_s008_a053,mehmetokuyan,8,53,unknown,0,0.000000,0.000000,0.000000,0.000000,0.000000,0
0,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mehmetokuyan_s007_a096,mehmetokuyan,7,96,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mehmetturk_s002_a010,mehmetturk,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,mehmetturk_s008_a053,mehmetturk,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
2,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,0.900375,0.000000,-0.599625,0
3,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,1.115319,0.000000,-0.384681,0
4,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,1.298021,0.000000,-0.201979,0
5,mehmetturk_s007_a096,mehmetturk,7,96,ABL_dominant,1,1.000000,0.000000,1.453318,0.000000,-0.046682,0
0,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,muhammedesed_s002_a010,muhammedesed,2,10,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,0.350000,0.000000,0.350000,0
1,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,0.647500,0.000000,0.647500,0
2,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,0.900375,0.000000,0.900375,0
3,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,1.115319,0.000000,1.115319,0
4,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,1.298021,0.000000,1.298021,1
5,muhammedesed_s008_a053,muhammedesed,8,53,ABL_dominant,0,1.000000,0.000000,1.453318,0.000000,1.453318,1
0,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,0.350000,0.000000,-1.150000,0
1,muhammedesed_s007_a096,muhammedesed,7,96,ABL_dominant,1,1.000000,0.000000,0.647500,0.000000,-0.852500,0
